name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients
pumpkin spice pound cake,387386,75,1058097,2009-08-27,"['time-to-make', 'course', 'preparation', 'desserts', 'cakes', '4-hours-or-less']","[248.8, 15.0, 81.0, 7.0, 7.0, 31.0, 12.0]",9,"['grease and flour a standard loaf pan', 'preheat oven to 350f', 'combine first 7 ingredients in bowl of food processor and pulse a few times to mix', 'add butter and one egg', 'process until mixture is moistened', 'with machine running , add remaining ingredients , scraping bowl as necessary', 'bake for 1 hour and 10 minutes , or until tester comes out clean', 'cool in pan 10 minutes', 'remove from pan and cool on rack']","this is an easy cake that mixes up in next to no time. adapted from lauren chattman's recipe.
i recommend making this recipe in the food processor; the texture does not come out quite right any other way.
you can add ground cloves or other spices, or substitute pumpkin pie spice for the spices mentioned.","['all-purpose flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'ground nutmeg', 'ground ginger', 'unsalted butter', 'eggs', 'pumpkin puree', 'vanilla']",12
pumpkin spice waffles,409245,30,883095,2010-01-19,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'pancakes-and-waffles', 'breakfast']","[263.9, 15.0, 29.0, 12.0, 15.0, 19.0, 12.0]",8,"['preheat waffle iron', 'combine flour , sugar , cinnamon , baking powder , ginger , nutmeg and baking soda in a large bowl', 'mix well and set side', 'whisk together eggs , milk , pumpkin pure and butter in another large bowl', 'stir in flour mixture until a slightly lumpy batter forms', 'spray waffle iron with cooking spray', 'add batter and cook until waffles are set and golden brown , about 2 minutes', 'serve sprinkled with chopped pecans and drizzle with maple syrup']",thsi is a fantastic recipe to indulge in for  that weekend brunch - hope you enjoy -,"['flour', 'granulated sugar', 'ground cinnamon', 'baking powder', 'ginger', 'nutmeg', 'baking soda', 'eggs', 'milk', 'canned pumpkin puree', 'butter', 'cooking spray', 'pecans', 'maple syrup']",14
pumpkin spice white mocha,247824,10,327115,2007-08-21,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'beverages', 'easy', 'number-of-servings']","[117.7, 10.0, 0.0, 3.0, 12.0, 21.0, 2.0]",4,"['add espresso to cup', 'stir in syrup and white chocolate sauce', 'fill with steamed milk and stir', 'top with whipped cream and dust with pumpkin pie spice or nutmeg']",one of my favorite mochas,"['espresso', 'pumpkin spice syrup', 'white chocolate sauce', 'milk']",4
pumpkin stuff,118526,70,177067,2005-04-22,"['time-to-make', 'course', 'preparation', 'desserts', 'cakes', '4-hours-or-less']","[783.9, 73.0, 236.0, 24.0, 18.0, 115.0, 28.0]",6,"['mix together all the stuff up to the topping', 'then put it in a greased 9 by 13 inch pan and crumble the cake mix and pecans on top of it', 'pour melted butter over it all', 'bake it at 350 degrees for 50 to 60 minutes', 'when cool ! make frosting and smear on top and sprinkle some more pecans', 'refrigerate until serving time']",easy! great for pumpkin lovers! a different dessert for thanksgiving!,"['pumpkin', 'evaporated milk', 'sugar', 'cinnamon', 'nutmeg', 'eggs', 'butter recipe cake mix', 'pecans', 'butter', 'powdered sugar', 'cream cheese', 'cool whip']",12
pumpkin swirl bars,141872,50,24386,2005-10-19,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'desserts']","[181.5, 13.0, 60.0, 5.0, 5.0, 13.0, 8.0]",8,"['combine pumpkin , 1 1 / 2 cups sugar , oil and 2 eggs , mixing until well blended', 'combine dry ingredients and add to pumpkin mixture and blend well', 'combine cream cheese with remaining sugar and egg until well blended', 'spoon pumpkin mixture into greased and floured 15 x 10"" jelly roll pan', 'spoon cream cheese over pumpkin batter', 'cut through batter with knife several times for marble effect', 'bake at 350 for 25 to 30 minutes or until toothpick inserted in center comes out clean', 'cool and cut into squares']",these pumpkin bars are swirled with a cream cheese mixture to make a marbled effect and are so moist and delicious.,"['pumpkin', 'sugar', 'oil', 'eggs', 'flour', 'baking powder', 'cinnamon', 'baking soda', 'cream cheese']",9
pumpkin swirl bread,188949,90,146426,2006-10-03,"['time-to-make', 'course', 'preparation', 'breads', 'quick-breads', '4-hours-or-less']","[3579.1, 258.0, 1185.0, 93.0, 96.0, 230.0, 160.0]",18,"['heat oven to 350f', 'grease and flour 2 loaf pans', 'set aside', 'combine all filling ingredients in small bowl', 'beat at medium speed , scraping bowl often , until well mixed', 'set aside', 'combine flour , baking soda , cinnamon , salt , ginger and nutmeg in small bowl', 'combine 2 2 / 3 cups sugar , oil , water , pumpkin and 4 eggs in large bowl', 'beat at low speed , scraping bowl often , until smooth', 'continue beating , gradually adding flour mixture and scraping bowl often , until well mixed', 'spoon 1 / 4 pumpkin batter into each prepared loaf pan', 'carefully spread half of filling mixture over batter in each pan', 'top each pan evenly with remaining pumpkin batter', 'pull knife or spatula through batter and filling to create swirl effect', 'bake for 65 to 70 minutes or until toothpick inserted in center comes out clean', 'cool 10 minutes', 'remove from pans', 'cool completely']",this is a land 'o lakes recipe and very yummy!  i love the flavor of pumpkin with cream cheese.,"['sour cream', 'sugar', 'cream cheese', 'egg', 'all-purpose flour', 'baking soda', 'ground cinnamon', 'salt', 'ground ginger', 'ground nutmeg', 'vegetable oil', 'water', 'pumpkin', 'eggs']",14
pumpkin swirl cheesecake,332119,90,375212,2008-10-21,"['time-to-make', 'course', 'preparation', 'desserts', 'cheesecake', '4-hours-or-less']","[2917.9, 286.0, 789.0, 115.0, 93.0, 448.0, 92.0]",10,"['beat cream cheese , cup sugar and vanilla with electric mixer until well blended', 'add eggs , one at a time mixing on low speed after each addition just until blended', 'reserve 1 cups of the plain batter', 'stir remaining cup sugar , pumpkin and spices into remaining batter', 'spoon of the pumpkin batter over crust', 'top with spoonfuls of of the reserved plain batter', 'repeat layers', 'cut through batters with knife several times for marble effect', 'bake at 325 degrees for 55 minutes or until center is almost set', 'refrigerate for 4 hours or overnight before serving']",this is a great recipe that my mother came up with years ago.  it's the combination of her wonderful cheesecake and my grandmother's incredible pumpkin pie.  the best of all worlds!,"['graham cracker pie crust', 'cream cheese', 'sugar', 'vanilla', 'eggs', 'canned pumpkin', 'ground cinnamon', 'nutmeg', 'ground cloves']",9
pumpkin swirl german cheesecake,341957,70,157167,2008-12-07,"['time-to-make', 'course', 'preparation', 'desserts', 'cheesecake', '4-hours-or-less']","[4515.6, 490.0, 826.0, 135.0, 183.0, 858.0, 109.0]",9,"['cream together cream cheese , 3 eggs , 3 / 4 cup sugar , flour , vanilla , and milk', 'i like to beat after adding each ingredient , but that is not necessary', 'pour 2 / 3 of the batter onto crust', 'mix pumpkin , egg , and 1 / 4 cup of sugar into remaining batter', 'stir in pie spice , or sprinkle in a little cinnamon , nutmeg , and ginger', 'carefully swirl over batter , swirling gently with a knife to get a neat pattern', 'bake at 450 f for 10 minutes', 'reduce heat to 250 and continue baking for 50-60 minutes', 'cool completely , and store in refrigerator']","light pumpkin flavor, and it looks pretty with the swirls.  i brought this to church- it was gone and everyone wanted my recipe.  i just made it up based on my favorite cheesecake recipe.  you must soften the cream cheese, or else you will have chunks that don't mix in.  
i get 12 small slices from a 8"" springform pan.  i also like to make a 9x13 pan and slice it into small cubes, so you get about 60 small cubes from a pan, which will serve about 20 people.","['eggs', 'cream cheese', 'sugar', 'flour', 'vanilla', 'milk', 'pumpkin', 'pumpkin pie spice', 'pie crust']",9
pumpkin tea cake,257351,105,37779,2007-10-06,"['time-to-make', 'course', 'preparation', 'desserts', 'easy', 'cakes', '4-hours-or-less']","[688.1, 60.0, 197.0, 21.0, 14.0, 28.0, 26.0]",19,"['preheat oven to 325', 'lightly butter the bottom and sides of a 9 x 5 inch loaf pan', 'this recipe is easily mixed by stand mixer fitted with the whisk attachment or by hand with a whisk', 'sift the flour , baking powder , baking soda , cinnamon , nutmeg , and cloves into a mixing bowl', 'set aside', 'in another bowl , beat together the pumpkin puree , oil , sugar , and salt on medium speed until well mixed', 'add in eggs , one at a time , mixing well after each addition until incorporated before adding the next egg', 'scrape down the sides of the bowl with a rubber spatula', 'on low speed , add in the flour mixture and beat just until combined', 'scrape down the sides of the bowl , then beat on medium speed for 5-10 seconds to make a smooth batter', 'the batter should have the consistency of a thick puree', 'transfer batter into loaf pan', 'smooth the surface with an offset spatula', 'sprinkle evenly with sugar', 'bake about 1 hour , or until a cake tester or pick comes out clean', 'let cool in the pan on a wire rack for about 20 minutes , and then invert onto the rack , turn right side up , and let cool completely', 'serve at room temperature', 'will keep at room temperature if well wrapped , for 4 days', 'in the refrigerator for about 1 week']","tartine bakery, san francisco, ca","['all-purpose flour', 'baking powder', 'baking soda', 'ground cinnamon', 'nutmeg', 'ground cloves', 'pumpkin puree', 'vegetable oil', 'sugar', 'salt', 'eggs']",11
pumpkin waffle cookie treats,399981,15,725179,2009-11-17,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'desserts', 'cookies-and-brownies']","[342.9, 29.0, 89.0, 6.0, 7.0, 23.0, 14.0]",14,"['begin heating up your waffle iron according to the manufacturers instructions', 'in a large bowl , whisk together the oil , sugar , pumpkin , and vanilla until smooth', 'stir in the flour , baking soda , and salt', 'sift the spices , flour , baking powder , and salt into the bowl , and stir well , but be careful not to overbeat the batter', 'a few lumps are just fine', 'finally , add in the oats , and mix just enough to distribute them equally through the batter', 'lightly grease your waffle iron before beginning to cook each round', 'portion out as much batter in each waffle indent as you would for standard waffles , and spread it out lightly just to make sure it fills the space evenly', 'shut the iron and cook for 2 5 minutes , depending on your waffle iron , until golden brown all over', 'transfer the hot waffle cookies to a wire rack', 'repeat with the remaining batter', 'once completely cool , prepare the ganache by microwaving the chocolate and soy creamer together in a microwave-safe bowl , in blasts of 30 seconds , stirring thoroughly until smooth', 'use a spoon or piping bag to drizzle as desired', 'yield varies depending on the size of your waffle iron , but i got about 9 waffle cookies']","from bittersweet blog

use your waffle iron to make cookies!","['canola oil', 'dark brown sugar', 'pumpkin puree', 'ground cinnamon', 'ground ginger', 'ground nutmeg', 'vanilla extract', 'all-purpose flour', 'baking powder', 'salt', 'rolled oats', 'semi-sweet chocolate chips', 'coffee creamer']",13
pumpkin waffles with hot cider syrup,187263,35,353579,2006-09-21,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'pancakes-and-waffles', 'breakfast']","[1698.4, 111.0, 471.0, 69.0, 44.0, 219.0, 83.0]",13,"['cider syrup:', 'place all ingredients except apple slices in a saucepan and bring to a boil', 'reduce heat and simmer uncovered for about 15 minutes , or until the mixture is the consistency of maple syrup', 'right before serving , add apple slices and heat for several minutes', 'waffles:', 'heat and lightly oil your waffle iron and preheat oven to 200', 'mix the dry ingredients in a large bowl', 'in a separate bowl , combine the milk , pumpkin puree , egg yolks , butter and vanilla', 'pour this mixture into the dry ingredients and stir just to blend', 'beat the egg whites till stiff but not dry and fold into the batter', 'cook the batter on the prepared waffle iron until the waffles are crisp , browned and come away easily from the iron', 'you can keep the waffles warm in the oven while the rest cook , but these waffles tend to ""deflate"" quickly , so they are really best right from the iron', 'serve with the hot syrup']",this is a fun and delicious breakfast idea out of the frog commissary cookbook (from an innovative restaurant/catering group in philadelphia).  the waffles are rich and spicy and the syrup is divine.,"['apple cider', 'brown sugar', 'corn syrup', 'butter', 'lemon juice', 'cinnamon', 'nutmeg', 'lemon, zest of', 'tart apples', 'flour', 'sugar', 'baking powder', 'salt', 'ground coriander', 'milk', 'pumpkin puree', 'egg yolks', 'vanilla extract', 'egg whites']",19
pumpkin walnut cookies,214990,75,368300,2007-03-04,"['time-to-make', 'course', 'preparation', 'drop-cookies', 'desserts', 'cookies-and-brownies', '4-hours-or-less']","[1189.0, 106.0, 365.0, 40.0, 24.0, 173.0, 45.0]",17,"['preheat oven to 350f', 'for cookies:', 'combine butter , brown sugar and sugar in large mixer bowl', 'beat at medium speed , scraping bowl often , until creamy', 'add pumpkin , egg and vanilla extract', 'continue beating for 1 to 2 minutes or until well mixed', 'reduce speed to low', 'beat in flour , 1 1 / 2 teaspoons pumpkin pie spice , baking powder , baking soda and salt', 'stir in 1 cup walnuts by hand', 'drop by rounded teaspoonfuls 2 inches apart onto ungreased cookie sheets', 'bake for 8 to 10 minutes or until set', 'remove to wire racks to cool completely', 'for frosting', 'combine powdered sugar , butter , cream cheese , vanilla extract and pumpkin pie spice in medium mixer bowl', 'beat at low speed , scraping bowl often , until smooth', 'frost cooled cookies', 'garnish with walnuts']",...,"['butter', 'brown sugar', 'granulated sugar', ""libby's canned pumpkin"", 'egg', 'vanilla extract', 'all-purpose flour', 'ground cinnamon', 'baking powder', 'baking soda', 'salt', 'walnuts', 'powdered sugar', 'cream cheese']",14
pumpkin whoopie pies with cream cheese filling,153058,50,69474,2006-01-23,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-large-groups', 'desserts', 'cookies-and-brownies', 'number-of-servings']","[273.8, 23.0, 77.0, 13.0, 6.0, 46.0, 10.0]",9,"['to prepare filling:', 'preheat oven to 325', 'whisk first 8 ingredients in medium bowl , using electric mixer , beat butter , sugar , molasses and vanilla in a large bowl -- to blend -- add eggs one at a time , beating till well blended after each addition -- beat in pumpkin', 'beat in dry ingredients in 3 additions , alternately with buttermilk in 2 additiona , beating just until combined', 'line 2 rimmed baking sheets with parchment paper -- drop dough by rounded tablespoons onto prepared pans about 2"" apart', 'bake cookie sheets one at a time until toothpick inserted near the center comes out clean -- about 13 minutes', 'cool cookies on sheets -- repeat with remaining dough --', 'spread 2 tbls filling on flat side of cookie', 'top with second cookie , forming sandwich --']","came from a bon appetit magazine..october 2005
this makes about 24","['cream cheese', 'powdered sugar', 'butter', 'vanilla extract', 'flour', 'ground cinnamon', 'baking powder', 'ground nutmeg', 'baking soda', 'salt', 'ground cloves', 'sugar', 'dark molasses', 'eggs', 'pumpkin puree', 'buttermilk']",16
pumpkin  bacon and sundried tomato pasta bake,442241,40,324136,2010-11-17,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'main-dish', 'pasta', 'pasta-rice-and-grains']","[642.9, 41.0, 21.0, 17.0, 46.0, 44.0, 24.0]",13,"['cut pumpkin into small cubes', 'toss lightly in oil', 'roast at 200 degrees until tender', 'fry bacon and onion in a little olive oil', 'when onion is nearly tender , add the garlic and cook for about 30 seconds', 'cook pasta until almost cooked , about 9 minutes in boiling water', 'add soup , wine , milk & basil to bacon and onion mix , stirring well , simmer until hot', 'add cheeses and stir to combine', 'mix pumpkin , pine nuts , sundried tomatoes and sauce in with the pasta', 'place into a 3l capacity oven safe dish', 'top with extra grated cheese', 'bake for 10 minutes at 200 degrees', 'remove from the oven and let stand 5-10 minutes before serving']",based on recipe #287685.,"['pumpkin', 'bacon', 'onion', 'garlic cloves', 'pasta', 'pumpkin soup', 'fresh basil', 'white wine', 'milk', 'parmesan cheese', 'tasty cheese', 'pine nuts', 'tomatoes', 'olive oil']",14
punahou portuguese bean soup,295890,210,323134,2008-04-02,"['time-to-make', 'course', 'preparation', 'soups-stews', '4-hours-or-less']","[233.1, 1.0, 47.0, 35.0, 19.0, 0.0, 16.0]",7,"['boil ham hocks or ham bone in 2 quarts of water until tender', 'cut meat from the bones', 'bring ham stock to a boil and add the cut meat and all the remaining ingredients except the cabbage', 'simmer for 1 - 2 hours , stirring frequently', 'if too thick , add a little water', 'add the cabbage , cook another hour until tender', 'add more salt and pepper if needed']","this is the portuguese bean soup that is sold at the  annual punahou carnival which is always held in february. it it thick, and delicious!  i found this recipe in the honolulu starbulletin and have used it with  a  large ham bone (leftover from easter dinner) instead of ham hocks.  also, in hawaii, we can find portuguese sausage which is the same as linguica sausage.","['ham hocks', 'kidney beans', 'potatoes', 'carrots', 'onion', 'crushed tomatoes', 'tomato sauce', 'linguica sausage', 'elbow macaroni', 'garlic cloves', 'sugar', 'salt', 'pepper', 'head of cabbage']",14
pure maple brownies,118393,40,57787,2005-04-21,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'desserts', 'cookies-and-brownies']","[325.3, 25.0, 108.0, 5.0, 7.0, 41.0, 14.0]",10,"['preheat oven to 350 degrees', 'grease and flour a 13x9""pan', 'cream together butter and brown sugar', 'beat in eggs until well mixed , and then beat in the maple syrup until blended', 'beat in flour and baking powder', 'mix in ground walnuts', 'spread batter evenly in pan', 'bake at 350 degrees for 30 min', ', or until a wooden pick inserted in center comes out clean', 'cool and cut into squares']",pure maple goodness from vermont,"['pure maple syrup', 'eggs', 'butter', 'brown sugar', 'flour', 'baking powder', 'ground walnuts']",7
pureed carrot soup,404367,40,653438,2009-12-20,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'soups-stews']","[245.2, 11.0, 29.0, 49.0, 18.0, 6.0, 12.0]",8,"['in a large soup kettle heat oil', 'saute leeks and garlic until softened but not brown', 'add carots , potato and enough liquid to barely cover', 'simmer about 30 minutes until vegetables are soft', 'puree soup in a blender and return to pot', 'add remaining liquid to your desired thickness', 'mix well and heat through', 'serve hot with croutons']",a recipe that i had in one of my recipe boxes that i think my mom gave to me many years ago. i'm posting this so i have it handy to try.,"['cooking oil', 'leek', 'garlic clove', 'carrots', 'potato', 'chicken broth', 'salt', 'pepper', 'crouton']",9
purple basil parmesan biscuits,395392,30,283251,2009-10-19,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'breads', 'rolls-biscuits', 'dietary', 'high-calcium', 'high-in-something']","[146.2, 8.0, 11.0, 17.0, 9.0, 15.0, 6.0]",15,"['preheat oven to 425', 'weigh or lightly spoon flour into dry measuring cups', 'level with a knife', 'combine flour , sugar , baking powder , and salt in a medium bowl , stirring with a whisk', 'cut in butter with a pastry blender or 2 knives until mixture resembles coarse meal', 'stir in basil and cheese', 'combine milk and egg in a small bowl , stirring with a whisk', 'add milk mixture to flour mixture', 'stir just until moist', 'turn dough out onto a floured surface', 'pat to 1-inch-thick circle', 'cut with a 2-inch biscuit cutter into 12 biscuits', 'place biscuits on a baking sheet coated with cooking spray', 'bake at 425 for 15 minutes', 'remove from oven , and cool']","cooking light, july 2009","['all-purpose flour', 'sugar', 'baking powder', 'salt', 'butter', 'purple basil', 'parmigiano-reggiano cheese', 'nonfat milk', 'egg', 'cooking spray']",10
purple crayon,189562,5,212417,2006-10-08,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'beverages', 'easy', 'cocktails', 'number-of-servings', '3-steps-or-less']","[69.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3,"['pour chambord and vodka over ice in a highball glass', 'fill with pineapple juice', 'garnish with a purple grape and a pineapple slice if desired']",a sweet and fruity drink. and it is a great color purple!!!,"['vodka', 'chambord raspberry liquor', 'pineapple juice']",3
purple gecko,178637,5,305531,2006-07-21,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', 'beverages', 'easy', 'cocktails', 'number-of-servings', '3-steps-or-less']","[19.8, 0.0, 15.0, 0.0, 0.0, 0.0, 1.0]",4,"['shake with ice and pour into a salt-rimmed cocktail or margarita glass', 'garnish with a lime wedge', 'serve in:', 'margarita glass']","just tried a new drink - kind of ugly, but tastes pretty good. be careful, it's pretty potent.","['tequila', 'blue curacao', 'triple sec', 'cranberry juice', 'prepared sweet-and-sour mix', 'lime juice']",6
purple margarita,353586,3,330545,2009-02-02,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'beverages', 'easy', 'cocktails', 'number-of-servings', '3-steps-or-less']","[23.3, 0.0, 16.0, 0.0, 0.0, 0.0, 2.0]",3,"['combine all in shaker with ice', 'serve on the rocks in a margarita glass', 'garnish with a lime slice']",from the maine beverage board.,"['prepared sweet-and-sour mix', 'raspberry liqueur', 'lime juice', 'tequila', 'cranberry juice']",5
pusheen macarons,533035,105,33186,2017-07-31,"['time-to-make', 'course', 'preparation', 'desserts', '4-hours-or-less']","[39.4, 0.0, 37.0, 0.0, 0.0, 0.0, 3.0]",24,"['combine the confectioners sugar and almond flour in a fine mesh sieve and sift together into a bowl', 'set aside', 'beat the egg whites at medium speed until foamy , and then add the sugar', 'continue to whip at medium speed until stiff and glossy', 'take 1 / 3rd of the egg whites and add to the sugar-almond mixture , until it is all moistened , and then fold in the remaining egg whites', 'the mixture will loosen and deflate', 'fold until it is a sticky batter , like a boxed cake mix', 'separate into four bowls', 'tint each one with a different color and stir inches transfer to piping bags', 'cut 14 inch opening into pastry', 'pipe the entire sheet pan in desired colors before moving to next step', 'rap the pan to release any bubbles', 'pipe small dollops to create pusheens ears onto each macaron', 'go back over each with a toothpick , and refine the shape', 'allow the macarons to dry for a minimum of 30 minutes , until they have a dull outside shell', 'if it is humid , it may take longer', 'bake the macarons , one sheet at a time , in the center of the oven for 12 minutes', 'rotate halfway through cooktime', 'remove and allow to cool before removing', 'to decorate , combine confectioners sugar and water', 'tint royal icing in desired colors and pipe onto macarons', 'decorate pusheen designs onto half of the macarons', 'assemble the macarons by piping 1 teaspoon buttercream onto flat side of the undecorated macarons', 'sandwich together with decorated faces']",they're the cat's pajamas!,"['egg whites', 'granulated sugar', 'almond flour', ""confectioners' sugar"", 'water', 'food coloring', 'vanilla frosting']",7
put the lime in the coconut,334702,2,498271,2008-11-03,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'beverages', 'easy', 'cocktails', 'number-of-servings', '3-steps-or-less']","[462.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4,"['fill a tall glass with ice', 'add the coconut rum and lime juice', 'fill glass with sprite', 'stir gently and enjoy !']",a sweet cocktail with a tropical taste!,"['coconut rum', 'sweetened lime juice', 'diet sprite', 'ice']",4
put the lime in the coconut cocktail,458148,10,860079,2011-06-06,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', 'beverages', 'cocktails', 'number-of-servings']","[385.1, 12.0, 321.0, 2.0, 2.0, 36.0, 28.0]",6,"['add all ingredients , except coconut flakes and honey , in a cocktail shaker with ice', 'pour honey onto a plate', 'lay out coconut on a plate', 'dip the rims of chilled glasses into honey and roll in coconut', 'shake and pour into chilled martini glasses to serve', 'puree the mixture in a blender']","i found this on the foodnetwork.com, and from the reviews there, people either loved it or hated it. you decide!  recipe courtesy sandra lee, 
show: semi-homemade cooking episode: tropical tastes. note: recipe includes alcoholic and non-alcoholic versions. serving size based on your measures.","['pineapple-coconut juice', 'lime juice', 'vanilla vodka', 'half-and-half', 'banana schnapps', 'ice cube', 'honey', 'sweetened flaked coconut']",8
pws chex party mix,343546,90,15892,2008-12-14,"['time-to-make', 'course', 'preparation', 'appetizers', '4-hours-or-less']","[3426.9, 363.0, 171.0, 223.0, 138.0, 390.0, 99.0]",7,"['dump cereal in a large mixing bowl', 'add in pretzel sticks and nuts', 'in a microwave-safe bowl , add remaining ingredients and microwave until butter is melted', 'stir together and toss into cereal mixture , stirring as you go', 'transfer mix onto one or two flat baking sheets', 'bake at 250 degrees for 1 hour 15 minutes , stirring every 15 minutes', 'let cool and store in airtight container']","this is from http://thepioneerwoman.com/cooking.  i'm only posting it for efficient grocery list functionality; not to take any credit.  and her site is great.  be sure to check it out.  wonderful writing, and beautiful step-by-step photography.  she has a cookbook coming out sometime in 2009, i think.  

i'm sure this version of chex mix  will be scrumptious; i'm trying it tonight!","['corn chex', 'wheat chex', 'rice chex', 'pretzel sticks', 'mixed nuts', 'butter', 'garlic cloves', 'worcestershire sauce', 'tabasco sauce', ""lawry's seasoned salt"", 'onion powder']",11
quaker oatmeal cookies,412000,25,1510991,2010-02-07,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-large-groups', 'desserts', 'cookies-and-brownies', 'dietary', 'number-of-servings']","[120.6, 7.0, 33.0, 3.0, 4.0, 5.0, 5.0]",6,"['beat together shortening , sugars , egg , water and vanilla until creamy', 'add combined remaining ingredients', 'mix well', 'add raisins , nuts or even chocolate chips at the end', 'drop by teaspoonfuls onto greased cookie sheets', 'bake at 350 degrees for 12-15 minutes']",mom used the recipe straight off the box of the quaker oatmeal canister.  this has always been extra special because of the warm thoughts it brings to me of my aunt marshee who worked at the quaker oatmeal plant as an executive assistant for most of her professional career.,"['shortening', 'brown sugar', 'white sugar', 'egg', 'water', 'vanilla', 'oats', 'all-purpose flour', 'salt', 'baking soda', 'cinnamon', 'raisins', 'nuts']",13
quaker s ham salad,223868,30,486891,2007-04-21,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'salads']","[112.9, 13.0, 15.0, 12.0, 0.0, 6.0, 3.0]",8,"['combine all ingredients in no particular order', 'refrigerate for about an hour and serve however you would like', 'it is great as a sandwich filling', 'the ham should be finely chopped', 'the mayo / salad dressing is to taste', 'the onion is diced', 'the garlic is minced', 'salt and pepper to taste']","ham salad ... nothing like store bought... one of my hunny's concoctions...
it is a favorite around here especially for my 98 year old mother in law who lives with us...ham is her absolute favorite...he says the measurements are approximate and he changes with the wind...he is a  taste as he goes chef....you should adjust according to your taste...","['ham', 'lemon juice', 'ranch dressing', 'prepared yellow mustard', 'mayonnaise', 'onion', 'sweet pickle relish', 'fresh garlic cloves', 'worcestershire sauce', 'salt and pepper']",10
queen cake,89477,55,128473,2004-04-19,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'desserts', 'cakes', 'dietary', 'low-sodium', 'low-in-something']","[580.5, 69.0, 108.0, 7.0, 19.0, 126.0, 15.0]",21,"['preheat oven to 350 degrees cake mix 1 1 / 3 cups of sugar with butter until light and fluffy', 'melt chocolate pieces', 'blend ground almonds and melted chocolate into butter mixture', 'slowly add kahlua to mixture', 'add egg yolks one at a time , mixing well', 'in separate bowl beat egg whites until soft peaks form then add remaining 2 tbsp sugar slowly until egg whites stiffen', 'fold egg whites into butter mixture alternating with flour', 'pour into a greased 9-inch springform pan , lined with parchment or waxed paper and dusted with flour', 'bake in a 350f oven 40 - 60 minutes', 'please check to ensure cake is done', 'cool overnight on a wire rack', 'next day remove pan and glaze', 'refrigerate until ready to serve', 'glaze: melt chocolate and two ounces of heavy cream in double broiler', 'stir constantly until fully melted and warm but not hot', 'whisk in 4 remaining ounces of cream', 'whisking until mixture is smooth and shiny', 'stir in butter until melted', 'let cool slightly then glaze cake', 'cake will set in fridge', 'edited to change cooking time -- !']","this is the first cake i ever learned how to bake, it's easy to make and tastes great. we've enjoyed this cake for over 25 years.","['butter', 'white sugar', 'semisweet chocolate', 'almonds', 'kahlua', 'eggs', 'flour', 'heavy cream', 'whole almonds']",9
queen elizabeth cake,204037,65,226066,2007-01-08,"['time-to-make', 'course', 'preparation', 'desserts', 'cakes', 'dietary', 'low-sodium', 'low-in-something', '4-hours-or-less']","[511.1, 40.0, 200.0, 6.0, 8.0, 90.0, 22.0]",20,"['cake:', 'with the rack in the middle position , preheat the oven to 350f line the bottom of a 9-inch square baking dish with parchment paper', 'butter and flour the sides', 'in a saucepan , bring the water , dates and baking soda to a boil', 'simmer for about 3 minutes , stirring frequently', 'transfer to a bowl and let cool', 'in a bowl , combine the flour , baking powder and salt', 'set aside', 'in another bowl , cream the butter and brown sugar using an electric mixer', 'add the eggs one at a time , beating until the mixture becomes smooth and creamy', 'with the mixer on low speed , add the dry ingredients , alternating with the date mixture', 'pour into the pan', 'bake until a toothpick inserted in the centre comes out clean , 25 to 30 minutes', 'remove from the oven', 'if desired , place the pan on a baking sheet to catch any icing that might spill over', 'set the oven to broil', 'icing:', 'in a saucepan , bring all ingredients to a boil , stirring constantly', 'reduce the heat and simmer gently for about 2 minutes', 'spread the icing on the hot cake and broil until golden brown , 2 to 3 minutes']",from ricardo's magazine.  had this cake before and it is delicious!!,"['water', 'pitted dates', 'baking soda', 'flour', 'baking powder', 'salt', 'unsalted butter', 'brown sugar', 'eggs', '35% cream', 'unsweetened dried shredded coconut']",11
